Asset ID,Financials,Brand,Mar-14,Jun-14,Sep-14,Dec-14,Mar-15,Jun-15,Sep-15,Dec-15,Mar-16,Jun-16,Sep-16,Dec-16,Mar-17,Jun-17,Sep-17,Dec-17,Mar-18,Jun-18,Sep-18,Dec-18
25017,Income Before Tax,Adidas,-2991,-2057,-3725,-3411,-2576,-2694,-1649,-3160,-2633,-2029,-2487,-2944,-3225,-2579,-2424,-3057,-2882,-2918,-2689,-2403
25017,Provisions for Income Tax,Adidas,303,288,312,306,294,276,285,335,353,270,297,285,279,303,315,297,315,265,273,353
25017,Net Income,Adidas,-3294,-2345,-4037,-3717,-2870,-2970,-1934,-3495,-2986,-2299,-2784,-3229,-3504,-2882,-2739,-3354,-3197,-3183,-2962,-2756
25091,Net Sales,Reebok,404870,392218,388001,463914,383783,489218,480784,463914,506088,388001,501871,447044,468131,417523,455479,447044,434392,404870,409088,493436
25091,Cost of Sales,Reebok,671328,617382,719280,563436,683316,719280,611388,581418,719280,617382,587412,629370,587412,611388,635364,677322,563436,665334,551448,677322
25091,Gross Profit,Reebok,-266458,-225164,-331279,-99522,-299533,-230062,-130604,-117504,-213192,-229381,-85541,-182326,-119281,-193865,-179885,-230278,-129044,-260464,-142360,-183886
25091,Total Operating Expenses,Reebok,32659,39803,33340,38783,30958,38783,32659,39463,31979,31298,38783,35721,38102,32319,33340,40144,32319,34020,40144,38443
25091,Operating Income,Reebok,-299117,-264967,-364619,-138305,-330491,-268845,-163263,-156967,-245171,-260679,-124324,-218047,-157383,-226184,-213225,-270422,-161363,-294484,-182504,-222329
25091,Total Other Income,Reebok,43451,51227,52599,45281,44823,45281,42994,50769,52141,52141,46653,46195,51227,49397,46653,41164,44366,53056,49854,43451
25091,Income Before Tax,Reebok,-255666,-213740,-312020,-93024,-285668,-223564,-120269,-106198,-193030,-208538,-77671,-171852,-106156,-176787,-166572,-229258,-116997,-241428,-132650,-178878
25091,Provisions for Income Tax,Reebok,25005,26672,26195,23100,27862,27624,24528,28577,22861,21671,27862,24528,26195,28101,26910,26195,27386,23814,23576,27386
25091,Net Income,Reebok,-280671,-240412,-338215,-116124,-313530,-251188,-144797,-134775,-215891,-230209,-105533,-196380,-132351,-204888,-193482,-255453,-144383,-265242,-156226,-206264
25101,Net Sales,Adidas,2828254,2243098,2218716,2633202,2584439,2584439,2828254,2608820,2194335,2218716,2340624,2828254,2755109,2194335,2779491,2243098,2243098,2608820,2608820,2925780
25101,Cost of Sales,Adidas,1205978,994402,952088,1184820,973245,983824,1205978,1121348,1269450,1184820,1026139,1153084,1227135,983824,1004981,1205978,1237714,1184820,1015560,1163662
25101,Gross Profit,Adidas,1622276,1248696,1266628,1448382,1611194,1600615,1622276,1487472,924885,1033896,1314485,1675170,1527974,1210511,1774510,1037120,1005384,1424000,1593260,1762118
25101,Total Operating Expenses,Adidas,239382,225060,190278,198462,239382,218922,186186,216876,190278,198462,216876,204600,225060,184140,235290,194370,212784,237336,198462,220968
25101,Operating Income,Adidas,1382894,1023636,1076350,1249920,1371812,1381693,1436090,1270596,734607,835434,1097609,1470570,1302914,1026371,1539220,842750,792600,1186664,1394798,1541150
25101,Total Other Income,Adidas,165517,150869,146475,158193,150869,140616,149404,131828,152334,156728,139151,140616,146475,169911,145010,136222,168446,152334,146475,137686
25101,Income Before Tax,Adidas,1548411,1174505,1222825,1408113,1522681,1522309,1585494,1402424,886941,992162,1236760,1611186,1449389,1196282,1684230,978972,961046,1338998,1541273,1678836
25101,Provisions for Income Tax,Adidas,59545,60152,55292,60152,61368,61368,58330,55899,66228,58330,57722,57722,68051,69266,69266,66836,60152,64406,66228,62583
25101,Net Income,Adidas,1488866,1114353,1167533,1347961,1461313,1460941,1527164,1346525,820713,933832,1179038,1553464,1381338,1127016,1614964,912136,900894,1274592,1475045,1616253
25102,Net Sales,Adidas,435485,492912,540767,512054,564695,574266,507268,550338,454627,454627,492912,555124,473769,445056,459413,468984,531196,440271,569480,550338
25102,Cost of Sales,Adidas,488668,567486,551722,562232,493923,593758,625286,551722,567486,572740,588504,630540,588504,525450,593758,551722,514941,609522,546468,493923
25102,Gross Profit,Adidas,-53183,-74574,-10955,-50178,70772,-19492,-118018,-1384,-112859,-118113,-95592,-75416,-114735,-80394,-134345,-82738,16255,-169251,23012,56415
25102,Total Operating Expenses,Adidas,64105,72376,62726,70309,75823,77202,77202,67551,62726,70309,70309,80648,67551,68241,76512,66173,76512,75823,77891,73755
25102,Operating Income,Adidas,-117288,-146950,-73681,-120487,-5051,-96694,-195220,-68935,-175585,-188422,-165901,-156064,-182286,-148635,-210857,-148911,-60257,-245074,-54879,-17340
25102,Total Other Income,Adidas,57348,55627,63082,56201,52186,67670,64229,64229,53907,67097,64229,57348,63082,59068,68244,66523,55054,57921,55627,59068
25102,Income Before Tax,Adidas,-59940,-91323,-10599,-64286,47135,-29024,-130991,-4706,-121678,-121325,-101672,-98716,-119204,-89567,-142613,-82388,-5203,-187153,748,41728
25102,Provisions for Income Tax,Adidas,55370,63122,51494,60907,65337,58138,52048,56477,60353,53155,64783,63122,55370,62014,50387,57585,50387,58692,53709,62568
25102,Net Income,Adidas,-115310,-154445,-62093,-125193,-18202,-87162,-183039,-61183,-182031,-174480,-166455,-161838,-174574,-151581,-193000,-139973,-55590,-245845,-52961,-20840
25108,Net Sales,Reebok,192308,217948,213675,211538,226496,230769,250000,228632,198718,192308,247863,250000,256410,239316,220085,232906,196581,192308,200854,209402
25108,Cost of Sales,Reebok,154245,160178,148312,164627,155728,172042,163144,133481,136448,163144,149796,177975,163144,166110,157211,175009,161661,140897,148312,146829
25108,Gross Profit,Reebok,38063,57770,65363,46911,70768,58727,86856,95151,62270,29164,98067,72025,93266,73206,62874,57897,34920,51411,52542,62573
25108,Total Operating Expenses,Reebok,19848,16695,20405,21889,19478,21147,22074,17437,20961,17252,19478,17066,17437,20034,19848,18736,16695,18364,21518,19478
25108,Operating Income,Reebok,18215,41075,44958,25022,51290,37580,64782,77714,41309,11912,78589,54959,75829,53172,43026,39161,18225,33047,31024,43095
25108,Total Other Income,Reebok,8269,8728,10841,8544,8544,8912,9922,9555,9555,9555,9371,8912,8361,8269,10933,10290,8544,8636,10658,8912
25108,Income Before Tax,Reebok,26484,49803,55799,33566,59834,46492,74704,87269,50864,21467,87960,63871,84190,61441,53959,49451,26769,41683,41682,52007
25108,Provisions for Income Tax,Reebok,8354,7139,7519,6987,8354,7519,7595,8886,7823,8430,8203,7975,8051,6836,8354,7443,7291,7975,6911,7291
25108,Net Income,Reebok,18130,42664,48280,26579,51480,38973,67109,78383,43041,13037,79757,55896,76139,54605,45605,42008,19478,33708,34771,44716
25110,Net Sales,Adidas,363837,310429,370512,380526,327119,327119,327119,333795,383864,397216,357161,353823,377188,383864,300416,363837,343809,347147,360499,390540
25110,Cost of Sales,Adidas,99488,109242,87784,97538,96562,109242,101439,98513,91685,98513,87784,93636,101439,101439,115094,101439,112168,93636,110217,99488
25110,Gross Profit,Adidas,264349,201187,282728,282988,230557,217877,225680,235282,292179,298703,269377,260187,275749,282425,185322,262398,231641,253511,250282,291052
25110,Total Operating Expenses,Adidas,35856,38816,31250,38816,34869,32566,31250,36513,30592,33224,31250,37500,39474,36184,35198,31579,34869,38158,33882,31250
25110,Operating Income,Adidas,228493,162371,251478,244172,195688,185311,194430,198769,261587,265479,238127,222687,236275,246241,150124,230819,196772,215353,216400,259802
25110,Total Other Income,Adidas,16363,15886,15410,14933,17475,17157,14774,18587,14457,15410,17475,15410,19064,17475,16204,14933,17793,18428,15569,16204
25110,Income Before Tax,Adidas,244856,178257,266888,259105,213163,202468,209204,217356,276044,280889,255602,238097,255339,263716,166328,245752,214565,233781,231969,276006
25110,Provisions for Income Tax,Adidas,11074,10956,11428,12252,11663,12959,12841,14137,13195,12959,12723,12252,12723,13195,13077,13313,10603,13902,13548,13313
25110,Net Income,Adidas,233782,167301,255460,246853,201500,189509,196363,203219,262849,267930,242879,225845,242616,250521,153251,232439,203962,219879,218421,262693
25149,Net Sales,Adidas,6782,8364,8967,6782,8138,7460,7987,8590,8741,7761,6932,8967,7610,8364,7987,9042,9042,8439,7912,7535
25149,Cost of Sales,Adidas,3079,2536,2769,2898,2691,2510,3079,2432,2406,2691,2458,2536,2458,2510,2484,2717,2820,2898,2380,2898
25149,Gross Profit,Adidas,3703,5828,6198,3884,5447,4950,4908,6158,6335,5070,4474,6431,5152,5854,5503,6325,6222,5541,5532,4637
25149,Total Operating Expenses,Adidas,641,810,769,688,729,655,783,628,749,688,682,668,628,749,608,716,790,749,709,722
25149,Operating Income,Adidas,3062,5018,5429,3196,4718,4295,4125,5530,5586,4382,3792,5763,4524,5105,4895,5609,5432,4792,4823,3915
25149,Total Other Income,Adidas,225,265,249,246,277,223,230,251,263,211,220,263,263,277,253,220,249,237,237,267
25149,Income Before Tax,Adidas,3287,5283,5678,3442,4995,4518,4355,5781,5849,4593,4012,6026,4787,5382,5148,5829,5681,5029,5060,4182
25149,Provisions for Income Tax,Adidas,400,353,379,364,328,393,331,371,357,328,364,437,368,364,400,404,386,342,375,411
25149,Net Income,Adidas,2887,4930,5299,3078,4667,4125,4024,5410,5492,4265,3648,5589,4419,5018,4748,5425,5295,4687,4685,3771
25184,Net Sales,Adidas,812592,848232,727056,691416,826848,648648,698544,655776,791208,819720,677160,748440,833976,670032,748440,812592,741312,698544,662904,848232
25184,Cost of Sales,Adidas,646380,762048,762048,789264,714420,687204,680400,680400,816480,734832,653184,789264,728028,694008,666792,673596,680400,734832,639576,632772
25184,Gross Profit,Adidas,166212,86184,-34992,-97848,112428,-38556,18144,-24624,-25272,84888,23976,-40824,105948,-23976,81648,138996,60912,-36288,23328,215460
25184,Total Operating Expenses,Adidas,101088,77760,82080,101952,101088,81216,91584,93312,82944,85536,84672,77760,95904,83808,99360,102816,85536,103680,82944,81216
25184,Operating Income,Adidas,65124,8424,-117072,-199800,11340,-119772,-73440,-117936,-108216,-648,-60696,-118584,10044,-107784,-17712,36180,-24624,-139968,-59616,134244
25184,Total Other Income,Adidas,34217,43415,38632,36792,34584,35320,42679,38264,43047,38264,34584,40471,39367,37896,39367,43415,40471,36056,37160,36792
25184,Income Before Tax,Adidas,99341,51839,-78440,-163008,45924,-84452,-30761,-79672,-65169,37616,-26112,-78113,49411,-69888,21655,79595,15847,-103912,-22456,171036
25184,Provisions for Income Tax,Adidas,71850,81285,76205,70399,73302,87091,76931,73302,71124,71850,81285,72576,79834,69673,76931,76205,80559,68221,68221,80559
25184,Net Income,Adidas,27491,-29446,-154645,-233407,-27378,-171543,-107692,-152974,-136293,-34234,-107397,-150689,-30423,-139561,-55276,3390,-64712,-172133,-90677,90477
25196,Net Sales,Adidas,4229839,3930760,3845308,4785273,3888034,3930760,4956175,4571645,4998901,4144388,4870724,4486193,4657096,4699822,4699822,4358016,4144388,4443468,4016211,4187114
25196,Cost of Sales,Adidas,2634032,2153035,2153035,2382081,2084321,2427890,2084321,2496604,2221749,2611127,2107226,2565318,2611127,2611127,2130130,2313367,2130130,2221749,2565318,2404986
25196,Gross Profit,Adidas,1595807,1777725,1692273,2403192,1803713,1502870,2871854,2075041,2777152,1533261,2763498,1920875,2045969,2088695,2569692,2044649,2014258,2221719,1450893,1782128
25196,Total Operating Expenses,Adidas,277524,348447,351530,329945,302193,289858,311444,366948,354614,311444,333029,320694,366948,320694,277524,320694,314527,333029,299109,286775
25196,Operating Income,Adidas,1318283,1429278,1340743,2073247,1501520,1213012,2560410,1708093,2422538,1221817,2430469,1600181,1679021,1768001,2292168,1723955,1699731,1888690,1151784,1495353
25196,Total Other Income,Adidas,185093,202091,224756,217201,226645,196425,222867,183204,179427,222867,188870,175650,220978,203980,222867,177538,200203,179427,192648,186982
25196,Income Before Tax,Adidas,1503376,1631369,1565499,2290448,1728165,1409437,2783277,1891297,2601965,1444684,2619339,1775831,1899999,1971981,2515035,1901493,1899934,2068117,1344432,1682335
25196,Provisions for Income Tax,Adidas,263381,336542,266307,263381,292646,324837,272160,351175,316057,266307,272160,339469,289719,336542,316057,280940,269234,298498,345322,316057
25196,Net Income,Adidas,1239995,1294827,1299192,2027067,1435519,1084600,2511117,1540122,2285908,1178377,2347179,1436362,1610280,1635439,2198978,1620553,1630700,1769619,999110,1366278
25211,Net Sales,Adidas,1508338,1662250,1554511,1754597,1569902,1492946,1569902,1723814,1631467,1831553,1723814,1754597,1785379,1415990,1754597,1400599,1616076,1585294,1754597,1523729
25211,Cost of Sales,Adidas,787050,810900,938100,938100,795000,747300,858600,922200,802950,787050,795000,930150,731400,731400,723450,882450,818850,922200,874500,898350
25211,Gross Profit,Adidas,721288,851350,616411,816497,774902,745646,711302,801614,828517,1044503,928814,824447,1053979,684590,1031147,518149,797226,663094,880097,625379
25211,Total Operating Expenses,Adidas,118826,143842,126331,126331,123829,115074,125080,138839,143842,137588,131334,145093,136337,136337,120077,148845,127582,146344,125080,112572
25211,Operating Income,Adidas,602462,707508,490080,690166,651073,630572,586222,662775,684675,906915,797480,679354,917642,548253,911070,369304,669644,516750,755017,512807
25211,Total Other Income,Adidas,105394,100422,108377,91474,99428,91474,101417,114342,104399,108377,113348,108377,115336,90479,109371,110365,116331,104399,119314,108377
25211,Income Before Tax,Adidas,707856,807930,598457,781640,750501,722046,687639,777117,789074,1015292,910828,787731,1032978,638732,1020441,479669,785975,621149,874331,621184
25211,Provisions for Income Tax,Adidas,71232,66958,82629,66958,81204,64109,71232,66246,81917,64821,74081,76218,72657,64109,79068,72657,71232,74794,73369,72657
25211,Net Income,Adidas,636624,740972,515828,714682,669297,657937,616407,710871,707157,950471,836747,711513,960321,574623,941373,407012,714743,546355,800962,548527
25212,Net Sales,Adidas,98637,100650,110715,93604,91592,94611,100650,92598,91592,106689,93604,105682,91592,109709,90585,97630,112728,95618,98637,112728
25212,Cost of Sales,Adidas,168885,187650,154811,175140,156375,162630,157939,159502,148556,168885,172012,176704,176704,173576,140737,170449,173576,161066,157939,173576
25212,Gross Profit,Adidas,-70248,-87000,-44096,-81536,-64783,-68019,-57289,-66904,-56964,-62196,-78408,-71022,-85112,-63867,-50152,-72819,-60848,-65448,-59302,-60848
25212,Total Operating Expenses,Adidas,13650,14250,15900,17550,16950,14250,14700,17250,15300,17850,17550,16650,17700,17250,16650,13950,15900,13650,16500,14400
25212,Operating Income,Adidas,-83898,-101250,-59996,-99086,-81733,-82269,-71989,-84154,-72264,-80046,-95958,-87672,-102812,-81117,-66802,-86769,-76748,-79098,-75802,-75248
25212,Total Other Income,Adidas,12090,14244,13047,12449,12209,11012,11611,13167,12329,12209,11132,11731,12928,11850,11132,12449,10773,12090,11611,11611
25212,Income Before Tax,Adidas,-71808,-87006,-46949,-86637,-69524,-71257,-60378,-70987,-59935,-67837,-84826,-75941,-89884,-69267,-55670,-74320,-65975,-67008,-64191,-63637
25212,Provisions for Income Tax,Adidas,13865,17222,16054,14741,14303,13865,15471,13719,13865,14449,13573,14595,13135,16930,17222,14157,13865,13719,15909,16200
25212,Net Income,Adidas,-85673,-104228,-63003,-101378,-83827,-85122,-75849,-84706,-73800,-82286,-98399,-90536,-103019,-86197,-72892,-88477,-79840,-80727,-80100,-79837
25227,Net Sales,Adidas,955701,827203,963732,875390,899483,907514,947670,947670,867359,803110,787048,859328,803110,795079,811141,955701,875390,754923,762954,754923
25227,Cost of Sales,Adidas,291060,294294,355740,294294,349272,358974,355740,339570,375144,381612,375144,342804,349272,310464,384846,333102,326634,323400,313698,378378
25227,Gross Profit,Adidas,664641,532909,607992,581096,550211,548540,591930,608100,492215,421498,411904,516524,453838,484615,426295,622599,548756,431523,449256,376545
25227,Total Operating Expenses,Adidas,39670,48726,40533,49588,49157,42689,47001,40102,49588,44845,44845,44414,50450,47432,38808,48726,50882,49157,49157,43551
25227,Operating Income,Adidas,624971,484183,567459,531508,501054,505851,544929,567998,442627,376653,367059,472110,403388,437183,387487,573873,497874,382366,400099,332994
25227,Total Other Income,Adidas,40697,41057,34214,40337,34935,39256,39256,42138,39616,34574,42498,35655,43218,37816,41777,38176,34935,41777,32774,33854
25227,Income Before Tax,Adidas,665668,525240,601673,571845,535989,545107,584185,610136,482243,411227,409557,507765,446606,474999,429264,612049,532809,424143,432873,366848
25227,Provisions for Income Tax,Adidas,24202,24449,26178,26919,28894,28153,23461,25684,26919,25931,23955,26178,27660,22226,25437,23214,25684,24202,28400,24943
25227,Net Income,Adidas,641466,500791,575495,544926,507095,516954,560724,584452,455324,385296,385602,481587,418946,452773,403827,588835,507125,399941,404473,341905
25380,Net Sales,Adidas,34980,38610,38280,38940,32670,31350,39600,37950,33660,33000,33000,39270,32670,30690,37620,32340,37620,31350,30030,37950
25380,Cost of Sales,Adidas,61875,59062,65812,61875,57375,52875,54562,61875,57938,56250,59062,64125,52875,54000,67500,51750,54562,66938,65812,65250
25380,Gross Profit,Adidas,-26895,-20452,-27532,-22935,-24705,-21525,-14962,-23925,-24278,-23250,-26062,-24855,-20205,-23310,-29880,-19410,-16942,-35588,-35782,-27300
25380,Total Operating Expenses,Adidas,6681,7533,6550,7140,7533,6747,7074,7336,7467,7795,7795,6419,7860,6747,7533,7009,6485,6419,7074,6419
25380,Operating Income,Adidas,-33576,-27985,-34082,-30075,-32238,-28272,-22036,-31261,-31745,-31045,-33857,-31274,-28065,-30057,-37413,-26419,-23427,-42007,-42856,-33719
25380,Total Other Income,Adidas,2836,2453,2504,2759,2734,2351,2351,2529,2657,3040,2478,2657,2938,2657,2606,2402,3066,2427,2887,2300
25380,Income Before Tax,Adidas,-30740,-25532,-31578,-27316,-29504,-25921,-19685,-28732,-29088,-28005,-31379,-28617,-25127,-27400,-34807,-24017,-20361,-39580,-39969,-31419
25380,Provisions for Income Tax,Adidas,2876,2986,3263,3290,3235,2682,3097,3042,3180,2710,2903,2682,3235,3290,3124,3014,2986,2571,2571,2903
25380,Net Income,Adidas,-33616,-28518,-34841,-30606,-32739,-28603,-22782,-31774,-32268,-30715,-34282,-31299,-28362,-30690,-37931,-27031,-23347,-42151,-42540,-34322
25653,Net Sales,Adidas,124857,121220,122432,109098,118796,109098,135766,122432,122432,136979,113947,141827,121220,111522,129705,111522,143040,123644,130918,140615
25653,Cost of Sales,Adidas,104346,119842,119842,97114,99180,111578,110544,98147,99180,123975,119842,122942,116743,94014,117776,111578,119842,119842,121909,92981
25653,Gross Profit,Adidas,20511,1378,2590,11984,19616,-2480,25222,24285,23252,13004,-5895,18885,4477,17508,11929,-56,23198,3802,9009,47634
25653,Total Operating Expenses,Adidas,6446,5493,5437,5997,6334,6278,5773,5605,5941,6278,5941,6558,6614,6222,6446,5605,6222,6165,5885,6502
25653,Operating Income,Adidas,14065,-4115,-2847,5987,13282,-8758,19449,18680,17311,6726,-11836,12327,-2137,11286,5483,-5661,16976,-2363,3124,41132
25653,Total Other Income,Adidas,10236,8858,9547,11121,9448,9842,10728,9350,11614,11417,10531,11712,9153,9251,10826,10826,9547,9842,10236,11614
25653,Income Before Tax,Adidas,24301,4743,6700,17108,22730,1084,30177,28030,28925,18143,-1305,24039,7016,20537,16309,5165,26523,7479,13360,52746
25653,Provisions for Income Tax,Adidas,5581,5172,4916,4916,5735,5325,5018,4813,5991,4813,4608,5377,6093,5530,5735,5530,6145,6042,5428,5428
25653,Net Income,Adidas,18720,-429,1784,12192,16995,-4241,25159,23217,22934,13330,-5913,18662,923,15007,10574,-365,20378,1437,7932,47318
25728,Net Sales,Adidas,286638,263934,334884,283800,255420,272448,312180,286638,329208,255420,280962,337722,295152,326370,320694,340560,266772,263934,337722,258258
25728,Cost of Sales,Adidas,286740,279450,260010,264870,257580,243000,269730,286740,233280,289170,289170,223560,262440,225990,218700,289170,218700,279450,252720,240570
25728,Gross Profit,Adidas,-102,-15516,74874,18930,-2160,29448,42450,-102,95928,-33750,-8208,114162,32712,100380,101994,51390,48072,-15516,85002,17688
25728,Total Operating Expenses,Adidas,27606,26832,24510,24252,26832,26832,30444,25542,27606,30960,24252,29154,29928,30186,30960,24768,23736,29412,30960,23478
25728,Operating Income,Adidas,-27708,-42348,50364,-5322,-28992,2616,12006,-25644,68322,-64710,-32460,85008,2784,70194,71034,26622,24336,-44928,54042,-5790
25728,Total Other Income,Adidas,32432,33634,27928,35435,35736,31832,31532,33634,28829,30631,28528,27928,27327,30030,27327,30631,35135,33934,31832,32432
25728,Income Before Tax,Adidas,4724,-8714,78292,30113,6744,34448,43538,7990,97151,-34079,-3932,112936,30111,100224,98361,57253,59471,-10994,85874,26642
25728,Provisions for Income Tax,Adidas,12890,12760,13020,12890,12369,11718,13801,12629,14582,13411,13671,13020,13411,12890,13280,14062,11718,13671,15103,11718
25728,Net Income,Adidas,-8166,-21474,65272,17223,-5625,22730,29737,-4639,82569,-47490,-17603,99916,16700,87334,85081,43191,47753,-24665,70771,14924
25736,Net Sales,Reebok,169303,191664,145345,148540,164512,159720,169303,183678,148540,167706,150137,153331,148540,158123,156526,170900,169303,186872,162914,185275
25736,Cost of Sales,Reebok,119952,91728,94752,119952,94752,100800,111888,111888,98784,96768,100800,92736,112896,111888,120960,110880,102816,92736,93744,109872
25736,Gross Profit,Reebok,49351,99936,50593,28588,69760,58920,57415,71790,49756,70938,49337,60595,35644,46235,35566,60020,66487,94136,69170,75403
25736,Total Operating Expenses,Reebok,13219,11261,11995,11750,11750,13219,14321,11506,13831,12974,12852,13219,11016,12852,12118,13586,14321,14198,11628,11138
25736,Operating Income,Reebok,36132,88675,38598,16838,58010,45701,43094,60284,35925,57964,36485,47376,24628,33383,23448,46434,52166,79938,57542,64265
25736,Total Other Income,Reebok,8179,7797,7720,9173,8867,7185,6956,9020,8638,7950,7338,9096,7109,7873,8867,6956,8943,7491,7032,7338
25736,Income Before Tax,Reebok,44311,96472,46318,26011,66877,52886,50050,69304,44563,65914,43823,56472,31737,41256,32315,53390,61109,87429,64574,71603
25736,Provisions for Income Tax,Reebok,8988,8898,10067,9168,9797,8359,8808,9168,9348,8718,9977,9977,10246,8718,9437,9707,10786,10516,9977,9078
25736,Net Income,Reebok,35323,87574,36251,16843,57080,44527,41242,60136,35215,57196,33846,46495,21491,32538,22878,43683,50323,76913,54597,62525
25737,Net Sales,Reebok,98858,105206,99764,92509,90695,88881,94323,99764,103392,106113,102485,84346,96137,82532,83439,104299,100671,88881,81625,101578
25737,Cost of Sales,Reebok,64388,73312,66938,74588,68850,66300,66938,59288,63750,61200,71400,62475,72038,68850,69488,60562,72038,61200,62475,73950
25737,Gross Profit,Reebok,34470,31894,32826,17921,21845,22581,27385,40476,39642,44913,31085,21871,24099,13682,13951,43737,28633,27681,19150,27628
25737,Total Operating Expenses,Reebok,7247,7617,7987,7321,6803,7395,8282,8504,6656,8874,8504,8800,8726,6951,7765,8208,6877,7617,7025,7173
25737,Operating Income,Reebok,27223,24277,24839,10600,15042,15186,19103,31972,32986,36039,22581,13071,15373,6731,6186,35529,21756,20064,12125,20455
25737,Total Other Income,Reebok,5638,5912,4981,5583,6405,5529,5365,5200,6569,6186,5638,5419,6514,5474,6459,5748,5693,5310,6076,4981
25737,Income Before Tax,Reebok,32861,30189,29820,16183,21447,20715,24468,37172,39555,42225,28219,18490,21887,12205,12645,41277,27449,25374,18201,25436
25737,Provisions for Income Tax,Reebok,8455,7765,10180,7765,9490,9404,9922,9145,8541,9577,10094,9749,8800,8800,8196,10267,10094,8369,9490,8024
25737,Net Income,Reebok,24406,22424,19640,8418,11957,11311,14546,28027,31014,32648,18125,8741,13087,3405,4449,31010,17355,17005,8711,17412
25748,Net Sales,Adidas,24502,24998,26235,23018,29700,22275,22275,23512,26235,27473,23265,22522,25740,22522,22770,25245,26482,28958,25740,26235
25748,Cost of Sales,Adidas,11988,11863,12238,11488,13237,11488,14860,11239,14735,14985,13986,11738,12737,14236,11239,14361,13611,12113,14485,14860
25748,Gross Profit,Adidas,12514,13135,13997,11530,16463,10787,7415,12273,11500,12488,9279,10784,13003,8286,11531,10884,12871,16845,11255,11375
25748,Total Operating Expenses,Adidas,903,814,1000,1062,982,823,1009,1035,876,1027,876,947,1035,876,929,903,912,858,920,912
25748,Operating Income,Adidas,11611,12321,12997,10468,15481,9964,6406,11238,10624,11461,8403,9837,11968,7410,10602,9981,11959,15987,10335,10463
25748,Total Other Income,Adidas,1189,1375,1166,1282,1212,1096,1294,1061,1340,1247,1212,1061,1247,1107,1340,1049,1305,1061,1235,1061
25748,Income Before Tax,Adidas,12800,13696,14163,11750,16693,11060,7700,12299,11964,12708,9615,10898,13215,8517,11942,11030,13264,17048,11570,11524
25748,Provisions for Income Tax,Adidas,1492,1690,1538,1431,1446,1751,1507,1553,1675,1736,1797,1446,1553,1462,1462,1416,1705,1507,1385,1568
25748,Net Income,Adidas,11308,12006,12625,10319,15247,9309,6193,10746,10289,10972,7818,9452,11662,7055,10480,9614,11559,15541,10185,9956
25750,Net Sales,Adidas,25740,23018,24998,28710,22770,22522,22770,28215,26730,23760,26482,26978,27720,26235,23018,28215,28462,25245,28710,26978
25750,Cost of Sales,Adidas,16146,16146,17233,15991,15680,17854,16301,16301,17698,16612,17233,18009,17854,14283,17854,15680,15370,14749,14749,18630
25750,Gross Profit,Adidas,9594,6872,7765,12719,7090,4668,6469,11914,9032,7148,9249,8969,9866,11952,5164,12535,13092,10496,13961,8348
25750,Total Operating Expenses,Adidas,1912,1982,1682,1735,1965,2124,1982,1682,1823,1717,1965,2106,1682,1947,2018,1823,1805,1805,2071,1646
25750,Operating Income,Adidas,7682,4890,6083,10984,5125,2544,4487,10232,7209,5431,7284,6863,8184,10005,3146,10712,11287,8691,11890,6702
25750,Total Other Income,Adidas,1499,1557,1656,1457,1614,1357,1699,1414,1557,1557,1571,1571,1314,1385,1342,1371,1714,1557,1628,1685
25750,Income Before Tax,Adidas,9181,6447,7739,12441,6739,3901,6186,11646,8766,6988,8855,8434,9498,11390,4488,12083,13001,10248,13518,8387
25750,Provisions for Income Tax,Adidas,3003,3085,2594,2839,2648,3194,2867,3058,2921,2730,3194,2457,2730,2703,2594,3194,3249,2621,3194,3194
25750,Net Income,Adidas,6178,3362,5145,9602,4091,707,3319,8588,5845,4258,5661,5977,6768,8687,1894,8889,9752,7627,10324,5193
25751,Net Sales,Adidas,53592,47586,47586,42042,54054,52206,52206,50820,48048,51744,44814,54978,53592,49434,42042,42966,46200,48048,42966,47586
25751,Cost of Sales,Adidas,14616,17052,15225,15834,14007,17965,14311,16291,16595,17052,15682,15529,16443,16443,17813,15225,16595,14768,16138,16291
25751,Gross Profit,Adidas,38976,30534,32361,26208,40047,34241,37895,34529,31453,34692,29132,39449,37149,32991,24229,27741,29605,33280,26828,31295
25751,Total Operating Expenses,Adidas,3678,4469,3995,4034,3836,4074,3678,4588,3995,4311,4311,3757,3915,3915,4034,4746,3955,4667,3955,4746
25751,Operating Income,Adidas,35298,26065,28366,22174,36211,30167,34217,29941,27458,30381,24821,35692,33234,29076,20195,22995,25650,28613,22873,26549
25751,Total Other Income,Adidas,2753,2753,2804,2958,2392,2444,3036,3087,2418,2778,2675,2521,2598,2572,2521,2753,2701,2984,2470,2804
25751,Income Before Tax,Adidas,38051,28818,31170,25132,38603,32611,37253,33028,29876,33159,27496,38213,35832,31648,22716,25748,28351,31597,25343,29353
25751,Provisions for Income Tax,Adidas,3365,2778,3457,3241,3272,3180,2809,3457,3581,3365,2871,3365,2964,3643,3581,3396,3488,3025,2871,3519
25751,Net Income,Adidas,34686,26040,27713,21891,35331,29431,34444,29571,26295,29794,24625,34848,32868,28005,19135,22352,24863,28572,22472,25834
25753,Net Sales,Adidas,60746,55554,57631,49324,54516,59189,51401,55035,51920,61785,51920,56593,51401,62304,51920,61266,56074,51401,50362,59708
