Asset ID,Brand,Location,Name,Address 1,Address 2,Address 3,City,Zip Code,Private Tier,Province,Product Categories,Employees,Asset Type
23916,Adidas,China,"Jiangsu Liberty Clothing Co., Ltd.",88 Chenfeng Road,(blank),(blank),Jintan,213200,Tier 1 - Primary,Jiangsu,Apparel,130.0,Distribution Centre
23918,Reebok,Pakistan,Capital Sports Corporation (PVT) Ltd,Capital Sports Corporation (PVT) Ltd,Kashmir Road,Pacca Garha,Sialkot,51310,Tier 1 - Primary,Punjab,Apparel,5.0,Store
23925,Adidas,Indonesia,PT Tuntex Garment Indonesia - Cikupa 1,Jl. Raya Serang Km 18.8,Desa Bojong,Kecamatan Cikupa,Kabupaten Tangerang,15710,Tier 1 - Primary,Banten,Apparel,116.0,Distribution Centre
23927,Adidas,China,Yunfu Flir Garment Limited ,"Building F1, 3rd and 4th floors of Building F2, 4th floor ","western part of 3rd floor of Building F3, 1st, 3rd and 4th floor of Building F4","No. 4, Xisan Road, ChuCheng Industrial Zone, Yuncheng District",Yunfu City,527300,Tier 1 - Primary,Guangdong,Apparel,160.0,Distribution Centre
23967,Adidas,Philippines,Northstar Bags & Luggages ,2/F MQI Center Esteban Abada St.,(blank),Loyola Heights,Quezon City,1108,Tier 1 - Primary,Calabarzon,Accessories,4.0,Store
23982,Adidas,China,Shantou Yong May Garment Mfg Fty Co Ltd,Build. 4 & 6 Pengzhong Industry Area,"Yingbin South Road, Waisha Town, ",(blank),Shantou,515823,Tier 1 - Primary,Guangdong,Apparel,48.0,Store
23984,Adidas,Philippines,"Metro Wear, Inc.","Block C-6, 2nd Avenue",Corner 5th St.,Mactan Economic  Zone 1,Lapu-Lapu City,6015,Tier 1 - Primary,Central Visayas,Apparel,202.0,Distribution Centre
23985,Adidas,Philippines,Mactan Apparels Inc.,"Block B-6, Corner 5th Street, 2nd Avenue  ","Mactan Economic Zone I, Barangay Ibo",(blank),"Lapu-Lapu City, Cebu",6015,Tier 1 - Primary,Central Visayas,Apparel,590.0,Factory
23987,Adidas,Cambodia,Sportex Industry Co Ltd,National Road #5,Phum Spean Kpos,"Sangkat Kilometre #6 Khan Russey Keo,",Phnom Penh,12100,Tier 1 - Primary,Phnom Penh,Apparel,148.0,Distribution Centre
23991,Adidas,China,"Zhejiang Huizhong Garments Co., Ltd.","No. 123, ChengGong Road,","HuiMin Street,","JiaShan County,",Jiaxing ,314100,Tier 1 - Primary,Zhejiang,Apparel,61.0,Distribution Centre
23999,Adidas,China,Guangzhou Tien Sung Sporting Goods Co Ltd,No.3 Tian Sheng Road,Yunpu Industrial Zone,Luogang District,Guangzhou,511458,Tier 1 - Primary,Guangdong,Apparel,60.0,Distribution Centre
24002,Adidas,China,Ningbo Hopetime Enterprise Co Ltd,148 Huiquan Road,Economic Development Zone,Fenghua,Ningbo,330213,Tier 1 - Primary,Zhejiang,Accessories,20.0,Store
24015,Adidas,Indonesia,PT Shinko Toyobo Gistex Garment,Jl. Panyawungan KM 19,Desa Cileunyi Wetan,Kecamatan Cileunyi,Bandung,40622,Tier 1 - Primary,Jawa Barat,Apparel,140.0,Distribution Centre
24041,Adidas,Thailand,"NK Apparel Co., Ltd.","369,370 Moo 4, Banthum","Mueangkhonkaen,", ,Khon Kaen,40000,Tier 1 - Primary,Khon Kaen,Apparel,450.0,Factory
24044,Reebok,China,"Yantai Enyi Apparel Co., Ltd.","No. 26, Yantai Street,","Economic Development Zone,",(blank),Haiyang,265100,Tier 1 - Primary,Shandong,Apparel,88.0,Distribution Centre
24065,Adidas,Vietnam,Saigon Jim Brother's Corp (EVM),Binh Chuan Production Area,Binh Chuan Ward,Thuan An Town,Binh Duong,72000,Tier 1 - Primary,Binh Duong,Footwear,606.0,Factory
24075,Adidas,Indonesia,PT Nikomas Gemilang (PCI adidas),Jl. Raya Serang Km 71,Desa Tambak Kec. Kibin,Kab. Serang,Serang,42185,Tier 1 - Primary,Banten,Footwear,1558.0,Factory
24080,Adidas,Indonesia,PT Panarub Industry,Jl. Moch Toha Km. 1,Pasar Baru,Desa Gerendeng,Tangerang,15113,Tier 1 - Primary,Banten,Footwear,1014.0,Factory
24081,Adidas,China,"Jangchun Shoe Manufacturing Dalian Co., Ltd.",Sujia Village,Dalianwan Town,Ganjingzi District,Dalian,116113,Tier 1 - Primary,Liaoning,Footwear,84.0,Distribution Centre
24082,Adidas,Vietnam,Shyang Hung Cheng Industrial Co. Ltd. (SHC),"An Thanh Production Zone,",An Thanh Ward,(blank),Thuan An Town,72000,Tier 1 - Primary,Binh Duong,Footwear,842.0,Factory
24084,Adidas,Vietnam,"Chi Hung Co., Ltd.","My Hiep Quater, Thai Hoa ward,",Tan Uyen Town,Binh Duong Province,Binh Duong Province,820000,Tier 1 - Primary,Binh Duong,Footwear,773.0,Factory
24087,Adidas,China,Dong Guan Yue Yuen Footwear Co Ltd (YYII-YC1),Yue Yuen Industrial Zone 高步鎮裕元工業區,Shaotan,Gaobu Town,Dongguan,523286,Tier 2 – Subcontractor,Guangdong,Footwear,160.0,Distribution Centre
24090,Adidas,China,Dong Guan Pou Chen Footwear Company Limited,Yue Yuen Industrial Park,Shang Jiang Cheng,Gaobu Town,Dongguan,523287,Tier 1 - Primary,Guangdong,Footwear,422.0,Factory
24096,Adidas,Japan,Sato Textile Co Inc,817-3Komiyaji ,Shinwa-Machi,(blank),Amakusa-City,863-0101,Tier 1 - Primary,Kumamoto,Apparel,4.0,Store
24116,Adidas,Japan,Osamura-Meriyasu & Co Ltd,55-7-1,Imajo,Minamiechizen-cho Nanjyo - Gun,Nanjyo-Gun,919-0131 ,Tier 1 - Primary,Fukui,Apparel,6.0,Store
24117,Adidas,Japan,"Dainan Co., Ltd. (Main Factory)",4539-15,Nakahetsugi,Oita-city,Oita City,879-7761,Tier 1 - Primary,Oita,Apparel,6.0,Store
24138,Adidas,Italy,Roccafranca SPA,Via Rudiana 4  ,(blank),(blank),Roccafranca,25030,Tier 1 - Primary,Lombardia,Apparel,7.0,Store
24146,Adidas,China,Evervan Qingyuan Footwear Co. Ltd,"NO. 16 BAPIAN Road, ","Taihe Industrial Park,",Qingxin District,Qingyuan,511800,Tier 1 - Primary,Guangdong,Footwear,420.0,Factory
24154,Adidas,Cambodia,"Shenzhou (Cambodia) Co., Ltd","Building K&L, Vattanac Industrial Park","Chomchao Street, Sangkat Steoung Mean Chey",Khan Mean Chey,Phnom Penh,12352,Tier 1 - Primary,Phnom Penh,Apparel,584.0,Factory
24163,Reebok,Indonesia,PT Yuni International ,Kp. Menteng Dua RT.04/RW01.,Desa Pasir Laja,"Kecamatan Sukaraja, Kabupaten Bogor",Bogor,16710,Tier 2 – Subcontractor,Jawa Barat,Apparel,65.0,Distribution Centre
24174,Adidas,Japan,Apex 3.14 Co Ltd,07-Dec,Kamiyasuda,Maruoka Machi,Sakai City,910-0362,Tier 1 - Primary,Fukui,Apparel,5.0,Store
24195,Adidas,China,Zhejiang Palma Dress Co Ltd,Shendang Industrial Zone,Haiyan County,(blank),Jiaxing City,314311,Tier 1 - Primary,Zhejiang,Apparel,25.0,Store
24245,Adidas,"Korea, Republic of (South Korea)",Shin Sung Co Ltd,"(#805 sinnae tacnotown) 123, Bonghwasan-ro",(blank),Jungnang-gu,Seoul,2048,Tier 1 - Primary,(blank),Apparel,1.0,Store
24252,Adidas,"Korea, Republic of (South Korea)",IL Lim Co,2 Toegye-ro 58-gil,(blank),Jung-gu,Seoul,4615,Tier 1 - Primary,Soul-t'ukpyolsi,Apparel,1.0,Store
24253,Reebok,"Korea, Republic of (South Korea)",Hae Joon Trading Co,#769-1,Kumjeong-dong,(blank),Kunpo City,435-830,Tier 1 - Primary,Kyonggi-do,Apparel,4.0,Store
24254,Adidas,"Korea, Republic of (South Korea)",Green AP Co Ltd(Factory),"120,44,Yangsan-ro 2-gil",(blank),Songpa-Gu,Seoul,5778,Tier 1 - Primary,(blank),Apparel,4.0,Store
24276,Adidas,Philippines,Yuenthai Philippines Inc. - Plant 1,1st Avenue Ext.,6th Street Ext.,"Mactan Economic Zone  1, ",Lapu-Lapu,6015,Tier 1 - Primary,Cebu,Apparel,329.0,Distribution Centre
24314,Adidas,Indonesia,PT Lezax Nesia Jaya,Noyokerten RT 04 / RW 38,"Sendangtirto,  Berbah",Sleman,Sleman,55573,Tier 1 - Primary,Daerah Istimewa Yogyakarta,Accessories,38.0,Store
24315,Adidas,China,"Shenzhen Lihua Sport Accessories Co.,Ltd ","No.8,BaoXi  Road, Kengzi Office",Pingshan New District,(blank),Shenzhen,518122,Tier 1 - Primary,Guangdong,Hard Goods,18.0,Store
24316,Adidas,Indonesia,PT Eagle Glove Indonesia,Bayen Village,"Purwomartani, Kalasan",Sleman,Yogyakarta,55571,Tier 1 - Primary,Daerah Istimewa Yogyakarta,Accessories,98.0,Distribution Centre
24320,Adidas,"Korea, Republic of (South Korea)",Dong San Umbrella,367-8 Yulam-dong,Dong-gu,(blank),Daegu,41125,Tier 1 - Primary,(blank),Hard Goods,0.0,Store
24323,Adidas,"Korea, Republic of (South Korea)",DaeJin Pia Co Ltd,"44, Geoma-ro 7-gil",Song Pa-Gu,(blank),Seoul,5736,Tier 1 - Primary,(blank),Accessories,0.0,Store
24325,Adidas,"Korea, Republic of (South Korea)",Yu Shin Corp,190-2-Chung Gok-3Dong,Kwangjin-gu,(blank),Seoul,4906,Tier 1 - Primary,(blank),Accessories,4.0,Store
24349,Reebok,Pakistan,Forward Sports (PVT) Ltd,P.B. Box 1704,Adda Sahowala,Wazirabad Road,Sialkot,51310,Tier 1 - Primary,Punjab,Accessories,142.0,Distribution Centre
24352,Reebok,Japan,Molten Corp. Hiroshima,"1-5-8, Nakahiro-Cho",Nishi-Ku,(blank),Hiroshima,7330012,Tier 1 - Primary,(blank),Gear,6.0,Store
24353,Reebok,Thailand,"Molten (Thailand) Co., Ltd.",666 Moo 11,Sukhaphibarn 8 rd,"Nongkham, Sriracha,",Sriracha,20230,Tier 1 - Primary,Chon Buri,Gear,70.0,Distribution Centre
24371,Reebok,China,Qingdao Kiyomoto Suhlim Bags Co Ltd,Dongjie Village,Lingshanwei Town,Jiaonan City,Qingdao,266427,Tier 1 - Primary,Shandong,"Accessories, Apparel",10.0,Store
24375,Adidas,Japan,Suzuki kako,5-489-7,Aioi-cho,(blank),Kiryu,376-0011,Tier 1 - Primary,Gunma,Accessories,1.0,Store
24383,Adidas,Japan,Shigeno Co Ltd,75-1,Ohtuka Aono-Cho,(blank),Ayabe,623-0011,Tier 1 - Primary,Kyoto,Accessories,3.0,Store
24390,Adidas,China,"Shanghai Qingpu ACE Luggage & Bags Co.,Ltd",No.4508 Beiqing Rd,Huaxin Town,QingPu District,Shanghai,201705,Tier 1 - Primary,Shanghai,Accessories,47.0,Store
24393,Reebok,China,"Shanghai Songjiang ACE luggage Co.,Ltd",2589Shebei Road,Sheshan Town,Songjiang District,Shanghai,201602,Tier 1 - Primary,Shanghai Shi,Accessories,37.0,Store
24398,Reebok,Japan,Daitatsu Co Ltd,111,Gohmae,Ojima-Cho,Nishio,445-0006,Tier 1 - Primary,Aichi,Accessories,1.0,Store
24402,Reebok,Japan,TOA-STRINGS Oita Factory,81-2,Karishuku,Oaza,Kitsuki-City,873-0031,Tier 1 - Primary,Oita,Accessories,7.0,Store
24403,Adidas,China,Qingdao Daxian Leather Co Ltd,Maojiazhuang-Chun,Ligezhouang-Zhen,(blank),Jiaozhou Shi,266316,Tier 1 - Primary,Shandong,Accessories,12.0,Store
24406,Adidas,"Korea, Republic of (South Korea)",JungInSa,#7287-2 ,TaePyung-2dong,Sujung-Gu,SungNam city,13289,Tier 1 - Primary,Kyonggi-do,Accessories,1.0,Store
24414,Reebok,"Korea, Republic of (South Korea)",Abraham Trading Co Ltd,#538-4,Boogok-dong,(blank),Ansan,426-819,Tier 1 - Primary,Kyonggi-do,Accessories,1.0,Store
24460,Adidas,Turkey,Arikbey,Akcaburgaz Mah.Ugur Mumcu Cad.no:47 B Blok,Esenyurt,(blank),Istanbul,34552,Tier 1 - Primary,Istanbul,Apparel,24.0,Store
24473,Adidas,Germany,Willy Maisel GmbH - World of Textiles,Münchberger Straße 46,(blank),(blank),Konradsreuth,95176,Tier 1 - Primary,Freistaat Bayern,Apparel,18.0,Store
24474,Adidas,Czech Republic,ZDM s.r.o. (World of Textiles),Okruzni 22,(blank),(blank),As,35201,Tier 1 - Primary,Karlovarsky,Accessories,13.0,Store
24476,Adidas,Tunisia,VTL2,Route de Korba KM 2,(blank),(blank),Menzel Temime,8080,Tier 1 - Primary,Nabeul,Apparel,59.0,Distribution Centre
24482,Reebok,Syrian Arab Republic,Majed & Mohamed Alzayed Company,Shahnaya,Daraa International Higway,PO Box 197,Damascus,197,Tier 1 - Primary,Dimashq,Apparel,32.0,Store
24487,Adidas,China,Yixing Huixing Garments Co Ltd,"No.3 Huixing South Road,",Yicheng Town,(blank),Yixing,214200,Tier 1 - Primary,Jiangsu,Apparel,51.0,Distribution Centre
24495,Adidas,Germany,w-werk. GmbH,Gottesdorferstr. 5,(blank),(blank),Untergriesbach,D-94107,Tier 1 - Primary,Freistaat Bayern,Apparel,1.0,Store
24499,Adidas,Ukraine,Hoch-Bereg LTD - Facility 1,Petí_fi u. 29,Petí_fi u. 29,(blank),Nagybereg,90242,Tier 1 - Primary,Zakarpats'ka,Accessories,21.0,Store
24500,Adidas,Ukraine,Hoch-Bereg LTD - Facility 2,Petí_fi u. 7,Petí_fi u. 7,(blank),Nagybegany,90232,Tier 1 - Primary,Zakarpats'ka,Accessories,16.0,Store
24509,Reebok,Turkey,Erateks Tekstil Sanayi ve Ticaret A.Ş. ,Zafer Mah. 140. Sok. No:45 /1,(blank),(blank),Esenyurt/Istanbul,PK 34513,Tier 1 - Primary,Istanbul,Apparel,10.0,Store
24519,Adidas,Italy,Pronto Sport Srl.,"via fabio filzi, 16",(blank),(blank),baranzate di bollate,20021,Tier 1 - Primary,Lombardia,Accessories,1.0,Store
24522,Adidas,Italy,Ricamificio Moda di Peccenini Ornella,Via S. Giovanni Bosco 3,(blank),(blank),Casatenovo,23880,Tier 1 - Primary,lecco,Apparel,0.0,Store
24523,Adidas,Italy,Serigrafia Bonanomi,via trieste 26,(blank),(blank),erba,22036,Tier 1 - Primary,Lombardia,Apparel,1.0,Store
24550,Reebok,Austria,Silhouette International,Elbognerstrasse 24,(blank),(blank), Linz,4021,Tier 1 - Primary,(blank),Accessories,52.0,Distribution Centre
24551,Reebok,Czech Republic,A.Schmied s.r.o.,"Husova 560, PO-Box 42",(blank),(blank),Trhove Sviny,37401,Tier 1 - Primary,Jihocesky,Accessories,31.0,Store
24552,Reebok,Spain,"COTY SPAIN, S.L.U.",Polígono Industrial Congost,"Avda. Sant Julià, 168 - 180",(blank),Granollers,8403,Tier 1 - Primary,Catalunya,Accessories,73.0,Distribution Centre
24554,Reebok,Portugal,"Colep Portugal, SA",Rua Comendador Arlindo Soares Pinho no. 1977,Lordelo Vila Cha.,(blank),Vale de Cambra,3730-423,Tier 1 - Primary,Aveiro,Accessories,49.0,Store
24698,Adidas,Vietnam,"Eins Vina Co., Ltd",7A Thong Nhat Road,Song Than Industrial Zone II,Di An District,Ho Chi Minh City,72000,Tier 1 - Primary,Binh Duong,Apparel,549.0,Factory
24712,Adidas,Vietnam,"Domex (Vietnam) Co.,Ltd.",Lot 27-29,Linh Trung EPZ-1,"Thu Duc Dist,",Ho Chi Minh,700000,Tier 1 - Primary,(blank),Apparel,121.0,Distribution Centre
24743,Reebok,Pakistan,Starpak Martial Arts (Pvt) Ltd,"6-Km,","Wazirabad Road near Noul,",(blank),Sialkot,51310,Tier 1 - Primary,Punjab,Apparel,55.0,Distribution Centre
24774,Reebok,Lesotho,LESOTHO PRECIOUS GARMENTS (PTY) LTD,Site # 12273-001-12 Lioli Road,Maseru Industrial Estate,(blank),Maseru,100,Tier 1 - Primary,Maseru,Apparel,331.0,Distribution Centre
24790,Reebok,Vietnam,"JC Int’l Vina Co., Ltd","Hoa Lan Quarter, Thuan Giao Ward",Thuan An Town,Binh Duong Province,Binh Duong,72000,Tier 1 - Primary,Binh Duong,Apparel,99.0,Distribution Centre
24825,Adidas,Vietnam,"Dinsen (Binh  Tan)Enterprise Co.,Ltd","Lot B3, Lot J1, J2, D10/89 Q ",National Road No. 1A (Building B),"Tan Tao Ward, Binh Tan Dist",HoChiMinh,70930,Tier 1 - Primary,Thanh pho Ho Chi Minh,Apparel,513.0,Factory
24906,Adidas,India,Apache Footwear India Private Ltd,"APIIC Industrial park, Mambattu Village","Tada Mandal, SPSR Nellore District",(blank),Tada,0,Tier 1 - Primary,Andhra Pradesh,Footwear,886.0,Factory
24926,Adidas,Brazil,Selene Industria Textil S.A.,"R. do Velho Ramal, 490- po box 18",(blank),(blank),Cerquilho,18.520-000,Tier 1 - Primary,Sao Paulo,Apparel,132.0,Distribution Centre
24933,Adidas,India,High Street Fashions Ltd ( Unit -II ),"B-3, & B-4 , 22  Godown  Industrial Estate",Jaipur-302006 ( Rajasthan ),(blank),Jaipur,302006,Tier 1 - Primary,Rajasthan,Accessories,9.0,Store
24968,Adidas,Spain,Fello S.A.,C/Bures 1,(blank),(blank),Castelbell I El Vilar,08226 ( BARCELONA) ,Tier 1 - Primary,Catalunya,Apparel,0.0,Store
25014,Adidas,Spain,Varisport S.L.,C/ Luis Vives 10,(blank),(blank),Sabadell,8206,Tier 1 - Primary,Catalunya,Apparel,0.0,Store
25015,Adidas,Spain,Ditex S.L,POLIGONO DE MALPICA. CALLE PARC.14 NAVE 2,(blank),(blank),Zaragoza,50016,Tier 1 - Primary,Zaragoza,Apparel,2.0,Store
25016,Adidas,Spain,Crechi International S.A.,"C/ La Huerta, 2",L´Eliana,(blank),La Eliana,46183,Tier 1 - Primary,Valencia,Accessories,0.0,Store
25017,Adidas,Spain,Castma S.L,"AVDA.BENICASIM, S/N-POL.IND.ESTADIO,5-6-7",(blank),(blank),Castellón,12004,Tier 1 - Primary,Valencia,Accessories,1.0,Store
25091,Reebok,Sri Lanka,Ceylon Knit Trend (Pvt) Limited,Divurumpitiya,Getahetta,(blank),Eheliyagoda,70620,Tier 1 - Primary,Sabaragamuwa,Apparel,108.0,Distribution Centre
25101,Adidas,Philippines,Feeder Apparel Corp.,"Block C-5, 5th Street cor. 2nd Ave., ",Mactan Economic Zone 1,(blank),Lapu-Lapu City,6015,Tier 1 - Primary,Central Visayas,Apparel,310.0,Distribution Centre
25102,Adidas,Vietnam,"Keum Kwang Vina Co., Ltd","PHU AN COMMUNE, BEN CAT DIST.",(blank),(blank),Binh Duong,72000,Tier 1 - Primary,Binh Duong,Apparel,113.0,Distribution Centre
25108,Reebok,Vietnam,Lawnyard Vietnam Co. Ltd.,"F4-F6 RD4, Industry Zone Le Minh Xuan",Binh Chanh District,(blank),Ho Chi Minh,Not Applicable,Tier 1 - Primary,(blank),Apparel,35.0,Store
25110,Adidas,Vietnam,"Shinwoo Vietnam Co., Ltd.","Lots 85-86, Road 04",Linh Trung Export Processing Zone,"& Industrial Park III, An Tinh village, Trang Bang",Tay Ninh,73000,Tier 1 - Primary,Tay Ninh,"Accessories, Hard Goods",51.0,Distribution Centre
25149,Adidas,Taiwan,Chiad Hong Industry Co Ltd,No.25 Lane 466," Sec. 9, Xiangshang Rd., ",Wu-qi Dist.,"Taichung City, Taichung County",43547,Tier 1 - Primary,Taiwan,Accessories,1.0,Store
25184,Adidas,Pakistan,Awan Sports Unit 5,9km Daska Road,(blank),(blank),Adha Sialkot,51310,Tier 1 - Primary,Punjab,Gear,144.0,Distribution Centre
25196,Adidas,Vietnam,"Esprinta (Vietnam) Co., Ltd","Road No.12, Song Than II Industrial Zone,","Di An town,",(blank),"Di An town,",820000,Tier 1 - Primary,Binh Duong,Apparel,593.0,Factory
25211,Adidas,China,"JIAXING QUANG VIET GARMENT CO.,LTD.",Pingxingxian Tongxinduan 318,Xindai Town,(blank),Pinghu City,314211,Tier 1 - Primary,Zhejiang,Apparel,212.0,Distribution Centre
25212,Adidas,China,Wuxi Pacific Knitting Co. Ltd.,"No8,No4 JINSHAN BRANCH ROAD","JINSHANBEI INDUSTRY PARK,","NO. 888 JIANGHAI ROAD(W),",WUXI ,214000,Tier 1 - Primary,Jiangsu,Apparel,30.0,Store
25227,Adidas,China,Fu Son Garment Factory,#1 Beiqu Avenue,Yagang Village,Sanxiang Town,Zhongshan,528463,Tier 1 - Primary,Guangdong,Apparel,98.0,Distribution Centre
25380,Adidas,United States,T Formation of Tallahassee Inc.,864 Commerce Blvd.,(blank),(blank),Midway,32343,Tier 2 – Subcontractor,Florida,Apparel,10.0,Store
25653,Adidas,Indonesia,PT Marel Sukses Pratama,"Jl. Baru Mulungan, Gondang Penen",RT 05 / RW 28,"Sendangadi, Mlati",Sleman,55285,Tier 1 - Primary,Daerah Istimewa Yogyakarta,Accessories,19.0,Store
25728,Adidas,China,Shanghai Challenge Garment Co Ltd,"Building 3, No.1918 ",Tingfeng Road,"Tinglin,",JinShan District,201504,Tier 1 - Primary,Shanghai,Apparel,60.0,Distribution Centre
25736,Reebok,Vietnam,Vinh phuc textile company LTD,Tien phong _ Me Linh _ Hanoi_ Vietnam,(blank),(blank),Hanoi,14017,Tier 1 - Primary,Thu Do Ha Noi,Accessories,24.0,Store
25737,Reebok,China,"Shanghai Qianrun Garments Co., Ltd","No.233, Lane1888, Daye Road,","WuQiao Industrial Zone,","FengXian District,",Shanghai,201402,Tier 1 - Primary,Shanghai Shi,Apparel,17.0,Store
25748,Adidas,Japan,"Hollyhock Co., Ltd",731,Saijo,Kanno-cho,Kakogawa-shi,675-0009,Tier 1 - Primary,Hyogo,Accessories,3.0,Store
25750,Adidas,Japan,"KANKO APPAREL CO.,LTD. SAKITA FACTORY",582,Ohazasakita,(blank),Kushima-shi,888-0009,Tier 1 - Primary,Miyazaki,Apparel,6.0,Store
25751,Adidas,Japan,"KANKO APPAREL CO.,LTD. SHIMANE FACTORY",5432-1,Nonami,Shimane-cho,Matsue-shi,690-1212,Tier 1 - Primary,Shimane,Apparel,7.0,Store
25753,Adidas,Japan,"KANKO GAKUSEIFUKU CO.,LTD. SHIBUSHI FACTORY",143,Anraku,Shibushi,Shibushi-shi,899-7104,Tier 1 - Primary,Kagoshima,Apparel,16.0,Store
25793,Adidas,"Korea, Republic of (South Korea)",JuYoung Company,"117, Sagimakgol-ro,",(blank),Jungwon-gu,Sungnam,13202,Tier 1 - Primary,Kyonggi-do,"Accessories, Apparel",0.0,Store
25835,Adidas,Canada,Silver Crystal Sports Inc.,1141 Roselawn Ave,(blank),(blank),Toronto,M6B 1C5,Tier 1 - Primary,Ontario,Apparel,12.0,Store
25929,Adidas,China,"Ningbo Shenzhou Knitting Co.,Ltd.(No. 5) / Ningbo Shenzhou Knitting Co.,Ltd. No.5 Garment Factory"," No.38 Fengyang Road , Economic Technical Developm",(blank),(blank),Ningbo,315800,Tier 1 - Primary,Zhejiang,Apparel,239.0,Distribution Centre
25989,Adidas,Vietnam,Lacty Company Limited,No. 3-5 Ten Lua Street,An Lac A Ward,Binh Tan District,Ho Chi Minh,700000,Tier 1 - Primary,Ho Chi Minh,Footwear,241.0,Distribution Centre
25999,Adidas,South Africa,Yash Clothing Manufactures,CNR Temple and ,Prospect Roads,Umzint,Durban,4200,Tier 2 – Subcontractor,KwaZulu-Natal,Apparel,8.0,Store
26050,Reebok,China,GuangZhou GuanSheng Footwear Co Ltd,"No. 12, Industrial Avenue, Huadu District",(blank),(blank),Guangzhou City,510800,Tier 1 - Primary,Guangdong,Footwear,35.0,Store
26149,Adidas,Taiwan,Tay Hsin Knitting Co Ltd,"No . 71 Chien San Rd,",Chung Ho ,(blank),New Taipei City,23585,Tier 1 - Primary,(blank),Apparel,1.0,Store
26286,Adidas,United States,Alstyle Apparel / A&G Inc.,1501 E. Cerritos Ave,(blank),(blank),Anaheim,92805,Tier 1 - Primary,California,Apparel,20.0,Store
26333,Adidas,Brazil,Tecnotextil Confecções Ltda,"RUA REGINA CELIA VICCENTINI, 227",(blank),(blank),TRES PONTAS,37190-000,Tier 1 - Primary,Minas Gerais,Apparel,64.0,Distribution Centre
26341,Adidas,China,Universal (ZhongShan) Garment Co Ltd,"Ping Dong Industrial Zone,Dong Cheng Lu No.1",San Xiang Town,(blank),Zhongshan,528463,Tier 1 - Primary,Guangdong,Apparel,43.0,Store
26363,Reebok,Pakistan,Mansha & Brothers PVT.Ltd.,"Wazirabad Road, Ugoki",(blank),(blank),Sialkot,51310,Tier 1 - Primary,Punjab,Gear,68.0,Distribution Centre
26396,Reebok,Taiwan,Pang mei sport Co. Ltd.,"No 368, Fudao Rd",Lukang Township,Changhua County,Taichung,50562,Tier 1 - Primary,Taichung,Gear,2.0,Store
26401,Reebok,Taiwan,Torng Yaw Co. Ltd.,"No. 49, Alley 3, Lane 217",Chung Cheng Road,Yung Kang District,Tainan City,71043,Tier 1 - Primary,Taiwan,Gear,3.0,Store
26402,Reebok,Taiwan,Twou Tson Enterprise Co. Ltd.,"No. 50, Lane 33, Sec 5, Chung Ho St. ",Shin Sheh District,(blank),Taichung City,42643,Tier 1 - Primary,Taiwan,Gear,2.0,Store
26500,Reebok,China,Ningbo Jiana Dress Co. Ltd.,"Building D, Inside JiaLe Industrial Park,","No. 189, TongDe Road, GuLin Town,","YinZhou District,",Ningbo,315176,Tier 1 - Primary,Zhejiang,Apparel,36.0,Store
26831,Adidas,United States,PFI Fashions,"W986 HWY B, P.O. BOX 190",(blank),(blank),Genoa City,53128,Tier 2 – Subcontractor,Wisconsin,Apparel,6.0,Store
26873,Reebok,Egypt,FUTURE FASHION,"92 A-1st industrial Zone, (Free Zone)",(blank),(blank),Giza,12581,Tier 1 - Primary,6th of October,Apparel,33.0,Store
26904,Adidas,Italy,poliflex,via pintor 8,(blank),(blank),carpi,41012,Tier 1 - Primary,Emilia-Romagna,Accessories,1.0,Store
26908,Adidas,China,Ningbo Shenzhou Knitting Co Ltd (Factory 4),26 Nanhai Road,Economic Technical Development Zone,Dagang Industrial,Ningbo,315800,Tier 1 - Primary,Zhejiang,Apparel,445.0,Factory
26988,Reebok,China,"Jiangsu Asian Sourcing Headwear MFG. Co., Ltd",No. 2  South Guangzhou Road,Economic and Technology Development Zone,(blank),Huai An City,223005,Tier 1 - Primary,Jiangsu,Accessories,107.0,Distribution Centre
27043,Adidas,Italy,Stamperia Alicese,Via Torino 73,(blank),(blank),Cavaglià,13881,Tier 1 - Primary,Biella,Apparel,5.0,Store
27068,Adidas,Thailand,"Titan Sports Wear Co., Ltd.",244 Moo 5.  Tumbol Donhun,Amphur Maung,(blank),Khon Kaen,40260,Tier 1 - Primary,Khon Kaen,Apparel,85.0,Distribution Centre
27069,Adidas,Indonesia,PT Ching Luh Indonesia,JL. Raya Serang KM 16,(blank),(blank),Tangerang,15710,Tier 1 - Primary,Banten,Footwear,900.0,Factory
27249,Adidas,Honduras,Pinehurst Manufacturing GMBH,"Zoli St Andrews, Colonia Agua Prieta ",Sector Rivera Hernandez,"San Pedro Sula, Cortes, Honduras",San Pedro Sula,,Tier 1 - Primary,Cortes,Apparel,142.0,Distribution Centre
27515,Adidas,China,Jiangsu Huihe Garments Co.Ltd,No.218 Liang Chang Road,(blank),(blank),Jin Tan,213200,Tier 1 - Primary,Jiangsu,Apparel,13.0,Store
27579,Reebok,Egypt,ELITE MERCHANDISING CORP.,St. 8,El-Amrya Public Free Zone,(blank),Alexandria,23512,Tier 1 - Primary,Iskandariyah,Apparel,75.0,Distribution Centre
27627,Adidas,South Africa,Indigo Brands (Pty) Ltd.,16-20 Evans Avenue,Epping 1,(blank),Cape Town,7460,Tier 1 - Primary,Western Cape,Accessories,38.0,Store
